Sport,Date,Time,School
Orchestra,2024-12-13,4:00pm - 6:00pm,Chancellor High School
Club,2024-12-13,4:00pm - 9:00pm,Chancellor High School
Basketball,2024-12-13,5:00pm,Chancellor High School
Basketball,2024-12-13,5:30pm,Chancellor High School
Field Hockey Awards Banquet,2024-12-13,6:00pm - 9:00pm,Chancellor High School
Basketball,2024-12-13,6:30pm,Chancellor High School
Basketball,2024-12-13,7:00pm,Chancellor High School
Swim,2024-12-13,8:30pm - 9:30pm,Chancellor High School
Boys Basketball,2024-12-14,10:00am - 1:00pm,Chancellor High School
Indoor Track,2024-12-14,10:00am - 1:00pm,Chancellor High School
Girls Basketball,2024-12-14,7:00am - 10:00am,Chancellor High School
Wrestling,2024-12-14,8:00am,Chancellor High School
Outside Group,2024-12-15,2:00pm - 5:30pm,Chancellor High School
Indoor Track,2024-12-16,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2024-12-16,2:30pm - 5:30pm,Chancellor High School
Wrestling,2024-12-16,2:30pm - 5:30pm,Chancellor High School
ESOL,2024-12-16,3:00pm - 4:00pm,Chancellor High School
Scholastic Bowl,2024-12-16,5:00pm,Chancellor High School
Softball,2024-12-16,5:00pm - 6:30pm,Chancellor High School
Girls Soccer,2024-12-16,5:00pm - 7:00pm,Chancellor High School
Boys Basketball,2024-12-16,5:30pm - 8:30pm,Chancellor High School
Baseball,2024-12-16,6:00pm - 8:00pm,Chancellor High School
Swim,2024-12-16,8:30pm - 9:30pm,Chancellor High School
Leadership and Learning CNA,2024-12-17,2:30pm - 3:30pm,Chancellor High School
Indoor Track,2024-12-17,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2024-12-17,2:30pm - 5:30pm,Chancellor High School
Wrestling,2024-12-17,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2024-12-17,3:00pm - 6:00pm,Chancellor High School
Boys Basketball,2024-12-17,5:30pm - 8:30pm,Chancellor High School
Wrestling,2024-12-17,6:00pm,Chancellor High School
Swim,2024-12-17,8:30pm - 9:30pm,Chancellor High School
New Teacher meetings,2024-12-18,2:30pm - 3:30pm,Chancellor High School
Girls Basketball,2024-12-18,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2024-12-18,3:00pm - 4:30pm,Chancellor High School
Indoor Track,2024-12-18,4:00pm,Chancellor High School
Indoor Track,2024-12-18,4:00pm,Chancellor High School
Scholastic Bowl,2024-12-18,5:00pm,Chancellor High School
Softball,2024-12-18,5:00pm - 6:30pm,Chancellor High School
Girls Soccer,2024-12-18,5:00pm - 7:00pm,Chancellor High School
Rising 9th grade night,2024-12-18,5:30pm - 7:30pm,Chancellor High School
Boys Basketball,2024-12-18,5:30pm - 8:30pm,Chancellor High School
Baseball,2024-12-18,6:00pm - 8:00pm,Chancellor High School
Swim,2024-12-18,8:30pm - 9:30pm,Chancellor High School
Orchestra,2024-12-19,1:00pm - 2:00pm,Chancellor High School
Eduptocols PD,2024-12-19,2:30pm - 3:30pm,Chancellor High School
Indoor Track,2024-12-19,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2024-12-19,2:30pm - 5:30pm,Chancellor High School
Wrestling,2024-12-19,2:30pm - 5:30pm,Chancellor High School
Boys Soccer,2024-12-19,3:00pm - 4:30pm,Chancellor High School
Baseball,2024-12-19,3:00pm - 5:00pm,Chancellor High School
Girls Soccer,2024-12-19,5:00pm - 7:00pm,Chancellor High School
Boys Basketball,2024-12-19,5:30pm - 8:30pm,Chancellor High School
Swim,2024-12-19,8:30pm - 9:30pm,Chancellor High School
Senior class Trip,2024-12-20,11:00am - 5:00pm,Chancellor High School
Indoor Track,2024-12-20,2:30pm - 4:30pm,Chancellor High School
Wrestling,2024-12-20,2:30pm - 5:30pm,Chancellor High School
Basketball,2024-12-20,5:00pm,Chancellor High School
Basketball,2024-12-20,5:00pm,Chancellor High School
Swim & Dive,2024-12-20,6:00pm,Chancellor High School
Swim & Dive,2024-12-20,6:00pm,Chancellor High School
"Spotsylvania County Department of Fire, Rescue, and Emergency Management",2024-12-20,6:00pm - 7:00pm,Chancellor High School
Basketball,2024-12-20,6:30pm,Chancellor High School
Basketball,2024-12-20,6:30pm,Chancellor High School
Boys Basketball,2024-12-21,10:00am - 1:00pm,Chancellor High School
Indoor Track,2024-12-21,10:00am - 1:00pm,Chancellor High School
Basketball,2024-12-21,4:00pm,Chancellor High School
Basketball,2024-12-21,6:00pm,Chancellor High School
Girls Basketball,2024-12-21,7:00am - 10:00am,Chancellor High School
Basketball,2024-12-23,2:00pm,Chancellor High School
Indoor Track,2024-12-23,2:30pm - 4:30pm,Chancellor High School
Wrestling,2024-12-23,2:30pm - 5:30pm,Chancellor High School
Basketball,2024-12-23,4:00pm,Chancellor High School
Swim,2024-12-23,8:30pm - 9:30pm,Chancellor High School
Wrestling,2024-12-24,2:30pm - 5:30pm,Chancellor High School
Girls Basketball,2024-12-27,2:30pm - 5:30pm,Chancellor High School
Boys Basketball,2024-12-27,5:30pm - 8:30pm,Chancellor High School
Swim,2024-12-27,8:30pm - 9:30pm,Chancellor High School
Basketball,2024-12-28,4:30pm,Chancellor High School
Indoor Track,2024-12-30,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2024-12-30,2:30pm - 5:30pm,Chancellor High School
Wrestling,2024-12-30,2:30pm - 5:30pm,Chancellor High School
Boys Basketball,2024-12-30,5:30pm - 8:30pm,Chancellor High School
Basketball,2024-12-30,6:15pm,Chancellor High School
Swim,2024-12-30,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2024-12-31,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2024-12-31,2:30pm - 5:30pm,Chancellor High School
Wrestling,2024-12-31,2:30pm - 5:30pm,Chancellor High School
Boys Basketball,2024-12-31,5:30pm - 8:30pm,Chancellor High School
Swim,2024-12-31,8:30pm - 9:30pm,Chancellor High School
New Teacher meetings,2025-01-01,2:30pm - 3:30pm,Chancellor High School
Girls Basketball,2025-01-02,2:30pm - 5:30pm,Chancellor High School
Boys Basketball,2025-01-02,5:30pm - 8:30pm,Chancellor High School
Indoor Track,2025-01-03,2:30pm - 4:30pm,Chancellor High School
Wrestling,2025-01-03,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-01-03,4:00pm,Chancellor High School
Basketball,2025-01-03,5:00pm,Chancellor High School
Basketball,2025-01-03,5:00pm,Chancellor High School
Basketball,2025-01-03,6:30pm,Chancellor High School
Basketball,2025-01-03,6:30pm,Chancellor High School
Swim,2025-01-03,8:30pm - 9:30pm,Chancellor High School
Boys Basketball,2025-01-04,10:00am - 1:00pm,Chancellor High School
Indoor Track,2025-01-04,10:00am - 1:00pm,Chancellor High School
Girls Basketball,2025-01-04,7:00am - 10:00am,Chancellor High School
Wrestling,2025-01-04,9:00am,Chancellor High School
Football,2025-01-06,2:30pm - 4:00pm,Chancellor High School
Basketball,2025-01-07,5:00pm,Chancellor High School
Basketball,2025-01-07,5:00pm,Chancellor High School
Scholastic Bowl,2025-01-07,5:00pm,Chancellor High School
Wrestling,2025-01-07,6:00pm,Chancellor High School
Basketball,2025-01-07,6:30pm,Chancellor High School
Basketball,2025-01-07,6:30pm,Chancellor High School
Football,2025-01-08,2:30pm - 4:00pm,Chancellor High School
Wrestling,2025-01-08,6:00pm,Chancellor High School
Football,2025-01-09,2:30pm - 4:00pm,Chancellor High School
Basketball,2025-01-10,5:00pm,Chancellor High School
Basketball,2025-01-10,5:00pm,Chancellor High School
Swim & Dive,2025-01-10,6:00pm,Chancellor High School
Swim & Dive,2025-01-10,6:00pm,Chancellor High School
Basketball,2025-01-10,6:30pm,Chancellor High School
Basketball,2025-01-10,6:30pm,Chancellor High School
Football,2025-01-13,2:30pm - 4:00pm,Chancellor High School
Indoor Track,2025-01-13,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-01-13,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-01-13,2:30pm - 5:30pm,Chancellor High School
ESOL,2025-01-13,3:00pm - 4:30pm,Chancellor High School
Scholastic Bowl,2025-01-13,5:00pm,Chancellor High School
Softball,2025-01-13,5:00pm - 6:30pm,Chancellor High School
Boys Basketball,2025-01-13,5:30pm - 8:30pm,Chancellor High School
Baseball,2025-01-13,6:00pm - 8:00pm,Chancellor High School
Swim,2025-01-13,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-01-14,2:30pm - 4:30pm,Chancellor High School
Wrestling,2025-01-14,2:30pm - 5:30pm,Chancellor High School
Basketball,2025-01-14,5:00pm,Chancellor High School
Basketball,2025-01-14,5:00pm,Chancellor High School
Basketball,2025-01-14,6:30pm,Chancellor High School
Basketball,2025-01-14,6:30pm,Chancellor High School
Swim,2025-01-14,8:30pm - 9:30pm,Chancellor High School
New Teacher meetings,2025-01-15,2:30pm - 3:30pm,Chancellor High School
Football,2025-01-15,2:30pm - 4:00pm,Chancellor High School
Girls Basketball,2025-01-15,2:30pm - 5:30pm,Chancellor High School
Scholastic Bowl,2025-01-15,5:00pm,Chancellor High School
Wrestling,2025-01-15,6:00pm,Chancellor High School
Guidance Office,2025-01-15,6:00pm - 7:00pm,Chancellor High School
Girls Basketball,2025-01-15,6:00pm - 7:30pm,Chancellor High School
Baseball,2025-01-15,6:00pm - 8:00pm,Chancellor High School
Boys Basketball,2025-01-15,7:30pm - 9:00pm,Chancellor High School
Swim,2025-01-15,8:30pm - 9:30pm,Chancellor High School
Football,2025-01-16,2:30pm - 4:00pm,Chancellor High School
Indoor Track,2025-01-16,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-01-16,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-01-16,2:30pm - 5:30pm,Chancellor High School
Baseball,2025-01-16,3:00pm - 5:00pm,Chancellor High School
Basketball,2025-01-16,5:00pm,Chancellor High School
Track Senior Night,2025-01-16,5:30pm - 7:00pm,Chancellor High School
Basketball,2025-01-16,6:30pm,Chancellor High School
Swim,2025-01-16,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-01-17,2:30pm - 4:30pm,Chancellor High School
Wrestling,2025-01-17,2:30pm - 5:30pm,Chancellor High School
Basketball,2025-01-17,5:00pm,Chancellor High School
Basketball,2025-01-17,5:00pm,Chancellor High School
Swim & Dive,2025-01-17,6:00pm,Chancellor High School
Swim & Dive,2025-01-17,6:00pm,Chancellor High School
Basketball,2025-01-17,6:30pm,Chancellor High School
Basketball,2025-01-17,6:30pm,Chancellor High School
Boys Basketball,2025-01-18,10:00am - 1:00pm,Chancellor High School
Indoor Track,2025-01-18,10:00am - 1:00pm,Chancellor High School
Basketball,2025-01-18,6:00pm,Chancellor High School
Wrestling,2025-01-18,7:00am,Chancellor High School
Girls Basketball,2025-01-18,7:00am - 10:00am,Chancellor High School
Holiday for Teachers and Students,2025-01-20,,Chancellor High School
Football,2025-01-20,2:30pm - 4:00pm,Chancellor High School
Indoor Track,2025-01-20,2:30pm - 4:30pm,Chancellor High School
Girls Basketball,2025-01-20,2:30pm - 5:30pm,Chancellor High School
Wrestling,2025-01-20,2:30pm - 5:30pm,Chancellor High School
Softball,2025-01-20,5:00pm - 6:30pm,Chancellor High School
Boys Basketball,2025-01-20,5:30pm - 8:30pm,Chancellor High School
Baseball,2025-01-20,6:00pm - 8:00pm,Chancellor High School
Swim,2025-01-20,8:30pm - 9:30pm,Chancellor High School
Indoor Track,2025-01-21,2:30pm - 4:30pm,Chancellor High School
Wrestling,2025-01-21,2:30pm - 5:30pm,Chancellor High School
Basketball,2025-01-21,5:00pm,Chancellor High School
Basketball,2025-01-21,5:00pm,Chancellor High School
Basketball,2025-01-21,6:30pm,Chancellor High School
Basketball,2025-01-21,6:30pm,Chancellor High School
Band,2025-01-21,7:00pm,Chancellor High School
Swim,2025-01-21,8:30pm - 9:30pm,Chancellor High School
New Teacher meetings,2025-01-22,2:30pm - 3:30pm,Chancellor High School
Football,2025-01-22,2:30pm - 4:00pm,Chancellor High School
